 Total battles: 2041895
 Avg. weight/team: 0.005
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | Rank | Pokemon            | Usage %   | Raw    | %       | Real   | %       | 
 + ---- + ------------------ + --------- + ------ + ------- + ------ + ------- + 
 | 1    | Landorus-Therian   | 49.06947% | 1199460 | 29.371% | 1029221 | 33.032% | 
 | 2    | Magearna           | 24.94738% | 496677 | 12.162% | 398891 | 12.802% | 
 | 3    | Tapu Koko          | 24.87027% | 745573 | 18.257% | 592235 | 19.007% | 
 | 4    | Kartana            | 22.23371% | 490850 | 12.019% | 360565 | 11.572% | 
 | 5    | Chansey            | 19.68686% | 309095 |  7.569% | 235870 |  7.570% | 
 | 6    | Greninja-Ash       | 17.79955% | 625273 | 15.311% | 464612 | 14.911% | 
 | 7    | Heatran            | 16.65278% | 502535 | 12.306% | 411695 | 13.213% | 
 | 8    | Toxapex            | 16.62570% | 448199 | 10.975% | 346733 | 11.128% | 
 | 9    | Zygarde            | 15.03473% | 297859 |  7.294% | 219003 |  7.029% | 
 | 10   | Clefable           | 15.00448% | 245942 |  6.022% | 182166 |  5.846% | 
 | 11   | Ferrothorn         | 14.86256% | 567013 | 13.884% | 484034 | 15.535% | 
 | 12   | Zapdos             | 14.65988% | 324525 |  7.947% | 257359 |  8.260% | 
 | 13   | Tapu Lele          | 14.51889% | 366369 |  8.971% | 273753 |  8.786% | 
 | 14   | Hawlucha           | 12.56957% | 299429 |  7.332% | 204522 |  6.564% | 
 | 15   | Skarmory           | 12.37146% | 262614 |  6.431% | 217347 |  6.976% | 
 | 16   | Scizor-Mega        | 12.16112% | 295012 |  7.224% | 231146 |  7.418% | 
 | 17   | Tapu Bulu          | 10.68086% | 296881 |  7.270% | 228828 |  7.344% | 
 | 18   | Sableye-Mega       |  9.15204% | 127846 |  3.131% | 110272 |  3.539% | 
 | 19   | Medicham-Mega      |  8.70398% | 204930 |  5.018% | 160624 |  5.155% | 
 | 20   | Tangrowth          |  8.14294% | 199625 |  4.888% | 153506 |  4.927% | 
 | 21   | Greninja           |  7.94011% | 362625 |  8.880% | 277763 |  8.914% | 
 | 22   | Excadrill          |  7.76582% | 332069 |  8.131% | 257331 |  8.259% | 
 | 23   | Kyurem-Black       |  7.57288% | 199240 |  4.879% | 147053 |  4.720% | 
 | 24   | Tornadus-Therian   |  6.87111% | 84525  |  2.070% | 66440  |  2.132% | 
 | 25   | Keldeo             |  6.69650% | 168980 |  4.138% | 128215 |  4.115% | 
 | 26   | Celesteela         |  6.68764% | 308988 |  7.566% | 244667 |  7.852% | 
 | 27   | Venusaur-Mega      |  6.39307% | 194527 |  4.763% | 149402 |  4.795% | 
 | 28   | Mawile-Mega        |  5.80663% | 146719 |  3.593% | 107254 |  3.442% | 
 | 29   | Magnezone          |  5.76733% | 245127 |  6.002% | 192189 |  6.168% | 
 | 30   | Tyranitar          |  5.65028% | 266079 |  6.515% | 207433 |  6.657% | 
 | 31   | Mew                |  5.56775% | 189892 |  4.650% | 147122 |  4.722% | 
 | 32   | Jirachi            |  5.49950% | 102101 |  2.500% | 78647  |  2.524% | 
 | 33   | Pinsir-Mega        |  5.28252% | 178302 |  4.366% | 124638 |  4.000% | 
 | 34   | Amoonguss          |  5.02318% | 62333  |  1.526% | 47246  |  1.516% | 
 | 35   | Lopunny-Mega       |  4.91350% | 252403 |  6.181% | 193595 |  6.213% | 
 | 36   | Gyarados-Mega      |  4.83167% | 164350 |  4.024% | 125282 |  4.021% | 
 | 37   | Latios             |  4.63935% | 201582 |  4.936% | 144428 |  4.635% | 
 | 38   | Mimikyu            |  4.48995% | 310536 |  7.604% | 217456 |  6.979% | 
 | 39   | Blacephalon        |  4.36179% | 255003 |  6.244% | 184872 |  5.933% | 
 | 40   | Gliscor            |  4.22262% | 180623 |  4.423% | 139967 |  4.492% | 
 | 41   | Victini            |  4.21646% | 182039 |  4.458% | 138639 |  4.449% | 
 | 42   | Bisharp            |  4.16330% | 223102 |  5.463% | 155079 |  4.977% | 
 | 43   | Quagsire           |  4.04446% | 39172  |  0.959% | 29523  |  0.948% | 
 | 44   | Pelipper           |  3.93433% | 180430 |  4.418% | 163744 |  5.255% | 
 | 45   | Garchomp           |  3.90938% | 317860 |  7.783% | 240696 |  7.725% | 
 | 46   | Diancie-Mega       |  3.74549% | 142843 |  3.498% | 112004 |  3.595% | 
 | 47   | Hippowdon          |  3.70201% | 63570  |  1.557% | 54625  |  1.753% | 
 | 48   | Swampert-Mega      |  3.68346% | 183267 |  4.488% | 147461 |  4.733% | 
 | 49   | Alakazam-Mega      |  3.65535% | 188613 |  4.619% | 126534 |  4.061% | 
 | 50   | Weavile            |  3.63069% | 130939 |  3.206% | 94257  |  3.025% | 
 | 51   | Charizard-Mega-X   |  3.40682% | 279554 |  6.845% | 210831 |  6.766% | 
